series_01_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_01_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_01_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_01_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_01_4, C: 1.5,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_02_0, C: 1.0,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_02_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_02_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_02_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_02_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_03_0, C: 1.0,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_03_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_03_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_03_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_03_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_04_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_04_1, C: 1.0,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_04_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_04_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_04_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_05_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_05_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_05_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_05_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_05_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_06_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_06_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_06_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_06_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_06_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_07_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_07_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_07_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_07_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_07_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_08_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_08_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_08_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_08_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_08_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_09_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_09_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_09_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_09_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_09_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_10_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_10_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_10_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_10_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_10_4, C: 1.0,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_1_eval_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_1_eval_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_1_eval_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_1_eval_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_1_eval_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_11_0, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.1353352832366127
series_11_1, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_11_2, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_11_3, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
series_11_4, C: 0.1,loss: squared_hinge,max_iter: 50000,penalty: l2,tol: 0.0024787521766663585
